requisition_number,requisition_line_id,item,quantity,uom,destination_type_code,need_by_date,organization_id,po_number,so_number,requested_by_user_id,req_status,priority_code,creation_date,route,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
REQ-0000175,900840,ITEM-00131,190,EA,SHOP FLOOR,2025-10-01,102,PO-0000253,,DT6SKK,REJECTED,STD,2025-07-04,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000175 for 190 ITEM-00131s from WH 102 Status: REJECTED. Need-by: 2025-10-01. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000532,900841,ITEM-00294,197,CT,EXPENSE,2025-06-10,102,PO-0000074,,SG27SF,REQUIRES REAPPROVAL,URGENT,2025-09-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000532 for 197 ITEM-00294s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-10. Delay: no delay. Destination: EXPENSE.,
REQ-0000252,900842,ITEM-00013,89,EA,INVENTORY,2025-10-02,301,,SO-0000098,7PIMLN,REQUIRES REAPPROVAL,STD,2025-09-22,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000252 for 89 ITEM-00013s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-10-02. Delay: no delay. Destination: INVENTORY.,
REQ-0000382,900843,ITEM-00202,96,PK,EXPENSE,2025-10-15,201,PO-0000108,,SVZUP5,APPROVED,LOW,2025-10-17,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000382 for 96 ITEM-00202s from WH 201 Status: APPROVED. Need-by: 2025-10-15. Delay: no delay. Destination: EXPENSE.,
REQ-0000334,900844,ITEM-00259,32,PK,EXPENSE,2025-08-18,301,,SO-0000116,42EX1K,REQUIRES REAPPROVAL,STD,2025-07-16,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000334 for 32 ITEM-00259s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-18. Delay: no delay. Destination: EXPENSE.,
REQ-0000103,900845,ITEM-00006,78,EA,SHOP FLOOR,2025-06-05,102,PO-0000231,,AO0400,APPROVED,URGENT,2025-09-19,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000103 for 78 ITEM-00006s from WH 102 Status: APPROVED. Need-by: 2025-06-05. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000692,900846,ITEM-00168,157,EA,EXPENSE,2025-06-19,301,PO-0000191,,LD1QBL,APPROVED,STD,2025-10-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000692 for 157 ITEM-00168s from WH 301 Status: APPROVED. Need-by: 2025-06-19. Delay: no delay. Destination: EXPENSE.,
REQ-0000122,900847,ITEM-00070,14,EA,INVENTORY,2025-06-11,102,PO-0000084,,NWQQZJ,REQUIRES REAPPROVAL,URGENT,2025-09-25,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000122 for 14 ITEM-00070s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-11. Delay: no delay. Destination: INVENTORY.,
REQ-0000493,900848,ITEM-00033,9,PK,INVENTORY,2025-09-07,201,PO-0000149,,442HH3,REQUIRES REAPPROVAL,URGENT,2025-06-29,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000493 for 9 ITEM-00033s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-07. Delay: no delay. Destination: INVENTORY.,
REQ-0000692,900849,ITEM-00200,165,PK,SHOP FLOOR,2025-08-23,101,,SO-0000040,LD1QBL,APPROVED,STD,2025-10-09,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000692 for 165 ITEM-00200s from WH 101 Status: APPROVED. Need-by: 2025-08-23. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000157,900850,ITEM-00054,25,BX,INVENTORY,2025-09-19,102,PO-0000210,,SN1QVK,REQUIRES REAPPROVAL,URGENT,2025-10-15,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000157 for 25 ITEM-00054s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-19. Delay: no delay. Destination: INVENTORY.,
REQ-0000561,900851,ITEM-00150,180,CT,SHOP FLOOR,2025-08-13,103,PO-0000240,,1XOHY8,REJECTED,STD,2025-08-14,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000561 for 180 ITEM-00150s from WH 103 Status: REJECTED. Need-by: 2025-08-13. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000043,900852,ITEM-00296,193,CT,EXPENSE,2025-05-07,103,PO-0000229,,UTZP15,REJECTED,URGENT,2025-10-11,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000043 for 193 ITEM-00296s from WH 103 Status: REJECTED. Need-by: 2025-05-07. Delay: no delay. Destination: EXPENSE.,
REQ-0000675,900853,ITEM-00287,107,CT,EXPENSE,2025-05-03,201,,SO-0000067,8H6IAT,IN PROCESS,LOW,2025-09-14,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000675 for 107 ITEM-00287s from WH 201 Status: IN PROCESS. Need-by: 2025-05-03. Delay: no delay. Destination: EXPENSE.,
REQ-0000282,900854,ITEM-00228,116,EA,INVENTORY,2025-10-15,301,,SO-0000072,TWPII0,APPROVED,LOW,2025-08-11,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000282 for 116 ITEM-00228s from WH 301 Status: APPROVED. Need-by: 2025-10-15. Delay: no delay. Destination: INVENTORY.,
REQ-0000200,900855,ITEM-00204,192,BX,INVENTORY,2025-06-12,201,,SO-0000106,TJIBE8,REQUIRES REAPPROVAL,LOW,2025-10-15,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000200 for 192 ITEM-00204s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-12. Delay: no delay. Destination: INVENTORY.,
REQ-0000499,900856,ITEM-00253,41,BX,EXPENSE,2025-09-04,201,,SO-0000055,T6MS30,REQUIRES REAPPROVAL,LOW,2025-07-26,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000499 for 41 ITEM-00253s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-04. Delay: no delay. Destination: EXPENSE.,
REQ-0000516,900857,ITEM-00207,143,PK,SHOP FLOOR,2025-08-07,103,PO-0000107,,ETBVRW,REJECTED,STD,2025-10-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000516 for 143 ITEM-00207s from WH 103 Status: REJECTED. Need-by: 2025-08-07. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000544,900858,ITEM-00250,142,EA,EXPENSE,2025-10-07,301,PO-0000015,,CLZEED,REQUIRES REAPPROVAL,URGENT,2025-08-27,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000544 for 142 ITEM-00250s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-10-07. Delay: no delay. Destination: EXPENSE.,
REQ-0000601,900859,ITEM-00092,9,EA,EXPENSE,2025-05-01,102,PO-0000117,,TMHQR8,REQUIRES REAPPROVAL,LOW,2025-10-11,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000601 for 9 ITEM-00092s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-05-01. Delay: no delay. Destination: EXPENSE.,
REQ-0000565,900860,ITEM-00039,26,BX,SHOP FLOOR,2025-10-11,301,PO-0000187,,T98KYE,APPROVED,URGENT,2025-10-10,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000565 for 26 ITEM-00039s from WH 301 Status: APPROVED. Need-by: 2025-10-11. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000477,900861,ITEM-00085,137,CT,INVENTORY,2025-08-28,103,,SO-0000091,OQRCNP,REQUIRES REAPPROVAL,LOW,2025-09-03,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000477 for 137 ITEM-00085s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-28. Delay: no delay. Destination: INVENTORY.,
REQ-0000051,900862,ITEM-00122,167,PK,INVENTORY,2025-07-02,102,,SO-0000139,BNTWFQ,IN PROCESS,LOW,2025-08-24,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000051 for 167 ITEM-00122s from WH 102 Status: IN PROCESS. Need-by: 2025-07-02. Delay: no delay. Destination: INVENTORY.,
REQ-0000036,900863,ITEM-00262,58,PK,INVENTORY,2025-10-04,201,PO-0000254,,LHWGQ1,REQUIRES REAPPROVAL,LOW,2025-09-27,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000036 for 58 ITEM-00262s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-10-04. Delay: no delay. Destination: INVENTORY.,
REQ-0000285,900864,ITEM-00129,150,EA,EXPENSE,2025-05-03,102,,SO-0000104,6I9DXW,IN PROCESS,STD,2025-07-25,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000285 for 150 ITEM-00129s from WH 102 Status: IN PROCESS. Need-by: 2025-05-03. Delay: no delay. Destination: EXPENSE.,
REQ-0000179,900865,ITEM-00277,7,CT,SHOP FLOOR,2025-05-22,101,PO-0000165,,EG4N1I,IN PROCESS,URGENT,2025-09-15,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000179 for 7 ITEM-00277s from WH 101 Status: IN PROCESS. Need-by: 2025-05-22. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000374,900866,ITEM-00189,172,EA,SHOP FLOOR,2025-08-14,101,PO-0000146,,3XBEPE,IN PROCESS,LOW,2025-08-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000374 for 172 ITEM-00189s from WH 101 Status: IN PROCESS. Need-by: 2025-08-14. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000577,900867,ITEM-00039,99,CT,INVENTORY,2025-06-09,301,PO-0000208,,HDBABW,REJECTED,STD,2025-09-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000577 for 99 ITEM-00039s from WH 301 Status: REJECTED. Need-by: 2025-06-09. Delay: no delay. Destination: INVENTORY.,
REQ-0000427,900868,ITEM-00051,182,PK,EXPENSE,2025-06-19,103,,SO-0000037,WSHJCY,IN PROCESS,URGENT,2025-08-15,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000427 for 182 ITEM-00051s from WH 103 Status: IN PROCESS. Need-by: 2025-06-19. Delay: no delay. Destination: EXPENSE.,
REQ-0000152,900869,ITEM-00041,32,CT,EXPENSE,2025-08-12,201,PO-0000147,,7F9P0W,IN PROCESS,LOW,2025-10-13,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000152 for 32 ITEM-00041s from WH 201 Status: IN PROCESS. Need-by: 2025-08-12. Delay: no delay. Destination: EXPENSE.,
REQ-0000330,900870,ITEM-00032,179,BX,EXPENSE,2025-06-14,201,,SO-0000151,MWE6EI,REJECTED,STD,2025-07-26,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000330 for 179 ITEM-00032s from WH 201 Status: REJECTED. Need-by: 2025-06-14. Delay: no delay. Destination: EXPENSE.,
REQ-0000630,900871,ITEM-00026,159,EA,INVENTORY,2025-08-18,101,PO-0000194,,AP7XS5,APPROVED,URGENT,2025-09-05,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000630 for 159 ITEM-00026s from WH 101 Status: APPROVED. Need-by: 2025-08-18. Delay: no delay. Destination: INVENTORY.,
REQ-0000304,900872,ITEM-00199,55,PK,SHOP FLOOR,2025-05-05,301,PO-0000142,,6WMR89,REJECTED,STD,2025-06-20,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000304 for 55 ITEM-00199s from WH 301 Status: REJECTED. Need-by: 2025-05-05. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000394,900873,ITEM-00270,109,BX,INVENTORY,2025-10-07,201,,SO-0000114,PWCHXY,APPROVED,URGENT,2025-08-11,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000394 for 109 ITEM-00270s from WH 201 Status: APPROVED. Need-by: 2025-10-07. Delay: no delay. Destination: INVENTORY.,
REQ-0000477,900874,ITEM-00290,63,BX,EXPENSE,2025-06-29,301,,SO-0000108,OQRCNP,REQUIRES REAPPROVAL,LOW,2025-09-03,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000477 for 63 ITEM-00290s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-29. Delay: no delay. Destination: EXPENSE.,
REQ-0000567,900875,ITEM-00215,114,CT,SHOP FLOOR,2025-08-27,102,PO-0000169,,C310UJ,REQUIRES REAPPROVAL,STD,2025-08-17,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000567 for 114 ITEM-00215s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-27. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000303,900876,ITEM-00022,84,CT,EXPENSE,2025-06-08,103,,SO-0000120,24TC3J,REQUIRES REAPPROVAL,LOW,2025-09-11,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000303 for 84 ITEM-00022s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-08. Delay: no delay. Destination: EXPENSE.,
REQ-0000117,900877,ITEM-00047,120,CT,SHOP FLOOR,2025-05-28,101,PO-0000251,,4V2QQ2,REJECTED,URGENT,2025-09-16,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000117 for 120 ITEM-00047s from WH 101 Status: REJECTED. Need-by: 2025-05-28. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000253,900878,ITEM-00262,26,BX,EXPENSE,2025-08-22,103,,SO-0000032,TYPYF5,APPROVED,URGENT,2025-07-30,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000253 for 26 ITEM-00262s from WH 103 Status: APPROVED. Need-by: 2025-08-22. Delay: no delay. Destination: EXPENSE.,
REQ-0000025,900879,ITEM-00204,72,PK,EXPENSE,2025-04-25,101,,SO-0000083,EFXSM9,REQUIRES REAPPROVAL,URGENT,2025-08-07,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000025 for 72 ITEM-00204s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-04-25. Delay: no delay. Destination: EXPENSE.,
REQ-0000297,900880,ITEM-00219,123,PK,INVENTORY,2025-05-26,102,PO-0000130,,KX9585,REJECTED,STD,2025-08-27,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000297 for 123 ITEM-00219s from WH 102 Status: REJECTED. Need-by: 2025-05-26. Delay: no delay. Destination: INVENTORY.,
REQ-0000233,900881,ITEM-00176,147,BX,SHOP FLOOR,2025-06-05,301,PO-0000029,,2DT78F,REJECTED,URGENT,2025-10-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000233 for 147 ITEM-00176s from WH 301 Status: REJECTED. Need-by: 2025-06-05. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000459,900882,ITEM-00266,36,CT,INVENTORY,2025-09-19,102,PO-0000265,,INWMWN,IN PROCESS,URGENT,2025-07-04,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000459 for 36 ITEM-00266s from WH 102 Status: IN PROCESS. Need-by: 2025-09-19. Delay: no delay. Destination: INVENTORY.,
REQ-0000257,900883,ITEM-00262,96,EA,SHOP FLOOR,2025-10-18,301,PO-0000089,,OJ0KPX,APPROVED,URGENT,2025-06-23,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000257 for 96 ITEM-00262s from WH 301 Status: APPROVED. Need-by: 2025-10-18. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000664,900884,ITEM-00058,108,PK,EXPENSE,2025-06-04,201,,SO-0000136,AW6GKC,IN PROCESS,STD,2025-08-04,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000664 for 108 ITEM-00058s from WH 201 Status: IN PROCESS. Need-by: 2025-06-04. Delay: no delay. Destination: EXPENSE.,
REQ-0000420,900885,ITEM-00054,74,EA,SHOP FLOOR,2025-08-12,201,,SO-0000044,HZPJ8O,REJECTED,URGENT,2025-06-25,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000420 for 74 ITEM-00054s from WH 201 Status: REJECTED. Need-by: 2025-08-12. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000412,900886,ITEM-00190,91,BX,EXPENSE,2025-07-27,301,PO-0000170,,087UK7,APPROVED,URGENT,2025-06-29,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000412 for 91 ITEM-00190s from WH 301 Status: APPROVED. Need-by: 2025-07-27. Delay: no delay. Destination: EXPENSE.,
REQ-0000011,900887,ITEM-00269,63,BX,INVENTORY,2025-07-12,102,PO-0000247,,9YB23M,IN PROCESS,LOW,2025-10-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000011 for 63 ITEM-00269s from WH 102 Status: IN PROCESS. Need-by: 2025-07-12. Delay: no delay. Destination: INVENTORY.,
REQ-0000270,900888,ITEM-00250,16,PK,EXPENSE,2025-09-23,201,PO-0000125,,9KJC0R,IN PROCESS,LOW,2025-07-21,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000270 for 16 ITEM-00250s from WH 201 Status: IN PROCESS. Need-by: 2025-09-23. Delay: no delay. Destination: EXPENSE.,
REQ-0000663,900889,ITEM-00164,98,CT,INVENTORY,2025-10-07,101,PO-0000028,,AK1OFC,IN PROCESS,STD,2025-07-20,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000663 for 98 ITEM-00164s from WH 101 Status: IN PROCESS. Need-by: 2025-10-07. Delay: no delay. Destination: INVENTORY.,
REQ-0000007,900890,ITEM-00168,27,BX,EXPENSE,2025-06-02,201,PO-0000138,,JZ64QP,REJECTED,STD,2025-10-15,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000007 for 27 ITEM-00168s from WH 201 Status: REJECTED. Need-by: 2025-06-02. Delay: no delay. Destination: EXPENSE.,
REQ-0000555,900891,ITEM-00185,23,BX,EXPENSE,2025-10-12,301,PO-0000160,,WFIC2V,REJECTED,URGENT,2025-07-22,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000555 for 23 ITEM-00185s from WH 301 Status: REJECTED. Need-by: 2025-10-12. Delay: no delay. Destination: EXPENSE.,
REQ-0000191,900892,ITEM-00020,19,EA,EXPENSE,2025-06-10,103,PO-0000263,,MD3RO1,REJECTED,URGENT,2025-09-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000191 for 19 ITEM-00020s from WH 103 Status: REJECTED. Need-by: 2025-06-10. Delay: no delay. Destination: EXPENSE.,
REQ-0000422,900893,ITEM-00040,99,BX,INVENTORY,2025-10-15,101,,SO-0000128,GD7CG9,IN PROCESS,URGENT,2025-07-12,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000422 for 99 ITEM-00040s from WH 101 Status: IN PROCESS. Need-by: 2025-10-15. Delay: no delay. Destination: INVENTORY.,
REQ-0000019,900894,ITEM-00178,149,CT,SHOP FLOOR,2025-05-15,103,,SO-0000038,5TQ0KX,REJECTED,URGENT,2025-06-25,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000019 for 149 ITEM-00178s from WH 103 Status: REJECTED. Need-by: 2025-05-15. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000448,900895,ITEM-00197,63,CT,INVENTORY,2025-08-25,103,,SO-0000024,O4WHC1,REQUIRES REAPPROVAL,STD,2025-10-11,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000448 for 63 ITEM-00197s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-25. Delay: no delay. Destination: INVENTORY.,
REQ-0000597,900896,ITEM-00043,129,PK,EXPENSE,2025-10-07,101,PO-0000159,,H2PGQJ,IN PROCESS,STD,2025-08-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000597 for 129 ITEM-00043s from WH 101 Status: IN PROCESS. Need-by: 2025-10-07. Delay: no delay. Destination: EXPENSE.,
REQ-0000089,900897,ITEM-00167,13,BX,INVENTORY,2025-08-03,103,PO-0000152,,P5W7C7,IN PROCESS,URGENT,2025-09-29,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000089 for 13 ITEM-00167s from WH 103 Status: IN PROCESS. Need-by: 2025-08-03. Delay: no delay. Destination: INVENTORY.,
REQ-0000323,900898,ITEM-00293,180,BX,INVENTORY,2025-09-02,103,PO-0000264,,CA6Y1O,REQUIRES REAPPROVAL,URGENT,2025-08-11,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000323 for 180 ITEM-00293s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-02. Delay: no delay. Destination: INVENTORY.,
REQ-0000567,900899,ITEM-00278,33,BX,EXPENSE,2025-06-24,201,,SO-0000042,C310UJ,REQUIRES REAPPROVAL,STD,2025-08-17,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000567 for 33 ITEM-00278s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-24. Delay: no delay. Destination: EXPENSE.,
REQ-0000406,900900,ITEM-00245,194,BX,SHOP FLOOR,2025-04-29,103,,SO-0000116,W8NXIJ,APPROVED,URGENT,2025-07-08,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000406 for 194 ITEM-00245s from WH 103 Status: APPROVED. Need-by: 2025-04-29. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000527,900901,ITEM-00139,34,EA,INVENTORY,2025-05-03,102,,SO-0000118,EP4K6W,APPROVED,LOW,2025-07-10,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000527 for 34 ITEM-00139s from WH 102 Status: APPROVED. Need-by: 2025-05-03. Delay: no delay. Destination: INVENTORY.,
REQ-0000112,900902,ITEM-00116,130,BX,SHOP FLOOR,2025-06-19,301,PO-0000067,,VTZ8HS,APPROVED,STD,2025-07-31,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000112 for 130 ITEM-00116s from WH 301 Status: APPROVED. Need-by: 2025-06-19. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000305,900903,ITEM-00070,55,EA,SHOP FLOOR,2025-05-16,301,PO-0000079,,YLS1AT,APPROVED,LOW,2025-08-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000305 for 55 ITEM-00070s from WH 301 Status: APPROVED. Need-by: 2025-05-16. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000364,900904,ITEM-00241,167,BX,EXPENSE,2025-05-01,101,PO-0000119,,1CNRSV,REJECTED,STD,2025-10-15,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000364 for 167 ITEM-00241s from WH 101 Status: REJECTED. Need-by: 2025-05-01. Delay: no delay. Destination: EXPENSE.,
REQ-0000011,900905,ITEM-00128,7,PK,SHOP FLOOR,2025-05-30,103,PO-0000231,,9YB23M,IN PROCESS,LOW,2025-10-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000011 for 7 ITEM-00128s from WH 103 Status: IN PROCESS. Need-by: 2025-05-30. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000165,900906,ITEM-00238,61,BX,INVENTORY,2025-05-12,101,,SO-0000105,VA88O9,APPROVED,STD,2025-06-25,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000165 for 61 ITEM-00238s from WH 101 Status: APPROVED. Need-by: 2025-05-12. Delay: no delay. Destination: INVENTORY.,
REQ-0000315,900907,ITEM-00128,2,EA,EXPENSE,2025-08-25,103,PO-0000066,,08EEXV,REQUIRES REAPPROVAL,LOW,2025-09-17,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000315 for 2 ITEM-00128s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-25. Delay: no delay. Destination: EXPENSE.,
REQ-0000141,900908,ITEM-00252,144,EA,SHOP FLOOR,2025-10-12,102,PO-0000190,,EAQ4P0,REJECTED,LOW,2025-06-28,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000141 for 144 ITEM-00252s from WH 102 Status: REJECTED. Need-by: 2025-10-12. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000649,900909,ITEM-00249,113,CT,INVENTORY,2025-10-15,103,PO-0000190,,EBNNO1,APPROVED,URGENT,2025-08-28,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000649 for 113 ITEM-00249s from WH 103 Status: APPROVED. Need-by: 2025-10-15. Delay: no delay. Destination: INVENTORY.,
REQ-0000317,900910,ITEM-00175,21,BX,EXPENSE,2025-07-08,103,PO-0000142,,00ARCO,REQUIRES REAPPROVAL,URGENT,2025-08-03,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000317 for 21 ITEM-00175s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-08. Delay: no delay. Destination: EXPENSE.,
REQ-0000386,900911,ITEM-00166,86,EA,SHOP FLOOR,2025-09-20,301,,SO-0000138,1E5124,APPROVED,URGENT,2025-07-03,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000386 for 86 ITEM-00166s from WH 301 Status: APPROVED. Need-by: 2025-09-20. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000057,900912,ITEM-00073,124,CT,INVENTORY,2025-08-02,103,PO-0000093,,DOMPK8,REQUIRES REAPPROVAL,URGENT,2025-10-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000057 for 124 ITEM-00073s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-02. Delay: no delay. Destination: INVENTORY.,
REQ-0000004,900913,ITEM-00123,141,EA,INVENTORY,2025-06-06,103,,SO-0000086,V79NAW,REQUIRES REAPPROVAL,URGENT,2025-09-01,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000004 for 141 ITEM-00123s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-06. Delay: no delay. Destination: INVENTORY.,
REQ-0000637,900914,ITEM-00127,5,CT,INVENTORY,2025-06-30,201,,SO-0000136,5IXPJY,REQUIRES REAPPROVAL,STD,2025-07-08,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000637 for 5 ITEM-00127s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-30. Delay: no delay. Destination: INVENTORY.,
REQ-0000637,900915,ITEM-00014,184,CT,SHOP FLOOR,2025-09-07,103,PO-0000221,,5IXPJY,REQUIRES REAPPROVAL,STD,2025-07-08,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000637 for 184 ITEM-00014s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-07. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000172,900916,ITEM-00088,153,BX,EXPENSE,2025-09-01,301,,SO-0000041,HQCGX5,REQUIRES REAPPROVAL,URGENT,2025-07-11,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000172 for 153 ITEM-00088s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-01. Delay: no delay. Destination: EXPENSE.,
REQ-0000017,900917,ITEM-00271,101,CT,SHOP FLOOR,2025-06-21,102,PO-0000046,,J5AQO9,REJECTED,STD,2025-06-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000017 for 101 ITEM-00271s from WH 102 Status: REJECTED. Need-by: 2025-06-21. Delay: no delay. Destination: SHOP FLOOR.,
